Date,Open,High,Low,Close,Volume
2023-03-08T15:40:00.000Z,3995.79,3996.57,3992.01,3992.32,21746034
2023-03-08T15:45:00.000Z,3992.34,3993.44,3986.78,3986.86,20434799
2023-03-08T15:50:00.000Z,3986.95,3989.08,3984.78,3988.08,20268104
2023-03-08T15:55:00.000Z,3988.05,3988.80,3985.43,3987.85,17635183
2023-03-08T16:00:00.000Z,3988.34,3990.38,3986.74,3988.70,20356925
2023-03-08T16:05:00.000Z,3988.72,3995.17,3988.72,3993.33,20924039
2023-03-08T16:10:00.000Z,3993.39,3995.18,3990.47,3992.41,18340600
2023-03-08T16:15:00.000Z,3992.5,3994.56,3990.54,3991.37,18285022
2023-03-08T16:20:00.000Z,3991.35,3992.91,3990.45,3990.96,16599722
2023-03-08T16:25:00.000Z,3991.07,3993.15,3988.49,3989.20,18258957
2023-03-08T16:30:00.000Z,3989.26,3989.80,3984.44,3984.59,18966308
2023-03-08T16:35:00.000Z,3984.6,3986.79,3981.35,3986.79,19610533
2023-03-08T16:40:00.000Z,3986.85,3991.87,3986.85,3991.00,17747096
2023-03-08T16:45:00.000Z,3990.99,3999.74,3990.99,3998.80,20417470
2023-03-08T16:50:00.000Z,3998.8,4000.41,3997.73,3998.27,17421154
2023-03-08T16:55:00.000Z,3998.23,3998.87,3995.61,3996.73,16915214
2023-03-08T17:00:00.000Z,3996.74,3998.22,3994.86,3994.95,18412362
2023-03-08T17:05:00.000Z,3994.95,3995.44,3989.19,3989.37,17670075
2023-03-08T17:10:00.000Z,3989.36,3989.73,3985.07,3985.44,16941570
2023-03-08T17:15:00.000Z,3985.43,3988.19,3984.21,3987.66,16182783
2023-03-08T17:20:00.000Z,3987.72,3987.93,3986.18,3987.35,14474090
2023-03-08T17:25:00.000Z,3987.35,3987.35,3982.89,3983.38,16545843
2023-03-08T17:30:00.000Z,3983.42,3983.44,3976.44,3979.79,21221575
2023-03-08T17:35:00.000Z,3979.81,3985.05,3979.40,3984.23,15744464
2023-03-08T17:40:00.000Z,3984.37,3986.67,3984.34,3986.13,13168705
2023-03-08T17:45:00.000Z,3986.19,3987.01,3983.96,3985.79,14150797
2023-03-08T17:50:00.000Z,3985.79,3986.19,3983.49,3984.52,13807040
2023-03-08T17:55:00.000Z,3984.48,3984.52,3981.01,3982.86,15942858
2023-03-08T18:00:00.000Z,3982.89,3984.65,3977.59,3978.35,19887525
2023-03-08T18:05:00.000Z,3978.43,3980.94,3977.56,3977.68,14890951
2023-03-08T18:10:00.000Z,3977.64,3980.00,3975.21,3977.57,16114370
2023-03-08T18:15:00.000Z,3977.56,3977.96,3973.92,3975.51,15674000
2023-03-08T18:20:00.000Z,3975.47,3977.67,3974.23,3976.86,13221000
2023-03-08T18:25:00.000Z,3976.89,3976.94,3971.33,3971.59,14080000
2023-03-08T18:30:00.000Z,3971.69,3973.79,3970.15,3973.00,16444000
2023-03-08T18:35:00.000Z,3972.98,3973.22,3970.93,3971.69,14572000
2023-03-08T18:40:00.000Z,3971.59,3972.00,3969.99,3971.70,15682000
2023-03-08T18:45:00.000Z,3971.7,3972.79,3970.95,3971.34,14759000
2023-03-08T18:50:00.000Z,3971.32,3975.23,3969.76,3975.18,16252000
2023-03-08T18:55:00.000Z,3975.1,3975.79,3971.63,3973.11,16410000
2023-03-08T19:00:00.000Z,3973.17,3976.45,3973.15,3974.53,13500000
2023-03-08T19:05:00.000Z,3974.52,3976.81,3973.02,3976.70,15527000
2023-03-08T19:10:00.000Z,3976.7,3980.31,3976.70,3977.14,19095000
2023-03-08T19:15:00.000Z,3977.12,3978.59,3976.21,3977.75,15541000
2023-03-08T19:20:00.000Z,3977.78,3980.07,3977.59,3978.62,14703000
2023-03-08T19:25:00.000Z,3978.57,3981.89,3978.20,3981.40,15468000
2023-03-08T19:30:00.000Z,3981.43,3982.27,3979.19,3979.92,18151000
2023-03-08T19:35:00.000Z,3979.92,3983.13,3979.32,3981.75,16233000
2023-03-08T19:40:00.000Z,3981.72,3982.87,3979.12,3979.60,16539000
2023-03-08T19:45:00.000Z,3979.65,3980.17,3978.36,3979.18,14573000
2023-03-08T19:50:00.000Z,3979.19,3979.19,3976.77,3978.59,15268000
2023-03-08T19:55:00.000Z,3978.58,3978.58,3976.30,3976.84,15969000
2023-03-08T20:00:00.000Z,3976.89,3978.66,3975.82,3976.60,19491000
2023-03-08T20:05:00.000Z,3976.59,3976.59,3973.53,3976.24,18666000
2023-03-08T20:10:00.000Z,3976.21,3976.21,3974.41,3975.38,18197000
2023-03-08T20:15:00.000Z,3975.4,3975.52,3973.58,3974.38,18985000
2023-03-08T20:20:00.000Z,3974.42,3976.30,3973.47,3973.49,22050000
2023-03-08T20:25:00.000Z,3973.44,3975.57,3973.18,3975.49,22310000
2023-03-08T20:30:00.000Z,3975.48,3978.42,3975.26,3978.02,26848000
2023-03-08T20:35:00.000Z,3978.06,3985.35,3977.67,3984.06,33429000
2023-03-08T20:40:00.000Z,3984.07,3990.54,3984.07,3990.12,35276000
2023-03-08T20:45:00.000Z,3990.11,3994.97,3990.08,3992.07,44369000
2023-03-08T20:50:00.000Z,3992.1,3993.00,3989.93,3991.26,64163000
2023-03-08T20:55:00.000Z,3991.31,3992.82,3990.78,3991.91,128627000
